,prime_award_unique_key,prime_award_amount,prime_award_base_action_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_awardee_uei,prime_awardee_name,prime_awardee_zip_code
430,ASST_NON_693JJ22230000Y240IN1701586_6925,1105691.57,2022-07-14,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
431,ASST_NON_693JJ22230000Y240IN1601056_6925,55000.0,2022-09-13,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
432,ASST_NON_693JJ22230000Y306COM021001_6925,83084.0,2022-09-19,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
433,ASST_NON_693JJ22230000Y240COSW02304_6925,200000.0,2022-02-28,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
434,ASST_NON_693JJ22230000YS32CO2873202_6925,1197596.0,2022-05-09,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
435,ASST_NON_693JJ22230000Y240IN1702772_6925,385440.0,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
436,ASST_NON_693JJ22230000Y240IN1600968_6925,1253577.51,2022-08-10,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
437,ASST_NON_693JJ22230000Y240IN1400783_6925,746825.92,2022-08-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
438,ASST_NON_693JJ22230000Y240IN1702958_6925,140117.18,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
439,ASST_NON_693JJ22230000Y240IN2100084_6925,117348.31,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
440,ASST_NON_693JJ22230000Y240IN1802977_6925,210967.0,2022-09-13,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
441,ASST_NON_L22AC00117_1422,2061000.0,2022-04-27,14,Department of the Interior (DOI),J2ZGXPAYNCD2,"WATERSHED ENHANCEMENT BOARD, OREGON",973011290
442,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
443,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
444,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
445,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
446,ASST_NON_69A37522300004020NE0_6940,3587313.96,2021-12-15,69,Department of Transportation (DOT),NUSELTALU9E7,"TRANSPORTATION, NEBRASKA DEPARTMENT OF",685095480
447,ASST_NON_22CA11132544035_12C2,2000000.0,2022-08-01,12,Department of Agriculture (USDA),ERPUV8DVFDR3,"UNITED STATES ENDOWMENT FOR FORESTRY AND COMMUNITIES, INC.",296013104
448,ASST_NON_693JJ22230000Y240IN1902069_6925,35311.2,2022-08-15,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
449,ASST_NON_MN-2020-020_6955,4278400.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
450,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
451,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
452,ASST_NON_693JJ22230000Y400COSW01684_6925,182765.0,2022-02-22,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
453,ASST_NON_693JJ22230000Y400COSW01507_6925,900000.0,2022-09-19,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
454,ASST_NON_TX-2022-049_6955,4455990.0,2022-08-16,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
455,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
456,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
457,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
458,ASST_NON_WV-2022-018_6955,2830061.0,2022-08-04,69,Department of Transportation (DOT),T1U2JF6Q1H45,"TRANSPORTATION, WEST VIRGINIA DEPARTMENT OF",253050027
459,ASST_NON_693JJ22230000Y450COSW03050_6925,637898.0,2022-09-22,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
460,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
461,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
462,ASST_NON_693JJ22230000YS30CA5487006_6925,509168.0,2022-06-07,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
463,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
464,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
465,ASST_NON_69A3752230000405DMTM_6940,1342771.5,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
466,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
467,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
468,ASST_NON_693JJ22230000Y560VATPF5385_6925,105000.0,2022-09-12,69,Department of Transportation (DOT),G7FMER65EXJ9,"TRANSPORTATION, VIRGINIA DEPARTMENT OF",232192052
469,ASST_NON_69A3752230000405DNYL_6940,9315722.27,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
470,ASST_NON_693JJ22230000Y560VATPF5463_6925,40000.0,2022-09-06,69,Department of Transportation (DOT),G7FMER65EXJ9,"TRANSPORTATION, VIRGINIA DEPARTMENT OF",232192052
471,ASST_NON_69A3752230000405BNYH_6940,2352627.26,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
472,ASST_NON_69A3752230000405BMTL_6940,339108.52,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
473,ASST_NON_69A3752230000405BMTL_6940,339108.52,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
474,ASST_NON_69A37522300004020MT0_6940,2832068.62,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
475,ASST_NON_693JJ22230000Y001CA5012124_6925,3753672.0,2022-06-28,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
476,ASST_NON_693JJ22230000Y301CA5012154_6925,6253292.23,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
477,ASST_NON_VA-2022-036_6955,4174347.0,2022-08-15,69,Department of Transportation (DOT),EMU7L25FKNE9,"RAIL AND PUBLIC TRANSPORTATION, VIRGINIA DEPARTMENT OF",232193600
478,ASST_NON_693JJ22230000Y234CT1067106_6925,739468.62,2022-04-05,69,Department of Transportation (DOT),EED8DPB3U7M8,"TRANSPORTATION, CONNECTICUT DEPARTMENT OF",61114113
479,ASST_NON_693JJ22230000Y240VTSPWP021_6925,200000.0,2022-01-27,69,Department of Transportation (DOT),K5ZLF422BS36,"TRANSPORTATION, VERMONT AGENCY OF",56414129
480,ASST_NON_693JJ22230000Y240COSW02361_6925,1500000.0,2022-05-04,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
481,ASST_NON_G22AP00315_1434,331048.0,2022-06-27,14,Department of the Interior (DOI),KABJZBBJ4B54,REGENTS OF THE UNIVERSITY OF MINNESOTA,554552009
482,ASST_NON_693JJ22230000Y230FLD521065_6925,206514.0,2022-02-25,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
483,ASST_NON_693JJ22230000Y237MN7121235_6925,598000.0,2022-05-02,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
484,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
485,ASST_NON_DEEE0009998_8900,2678289.0,2022-08-19,89,Department of Energy (DOE),TR3DAXR9MCN8,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",596044909
486,ASST_NON_TX-2022-050_6955,7500000.0,2022-08-29,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
487,ASST_NON_TX-2022-051_6955,56261200.0,2022-08-12,69,Department of Transportation (DOT),KXKDXF9XV5T3,"TRANSPORTATION, TEXAS DEPARTMENT OF",787041202
488,ASST_NON_693JJ32150001_6925,1603214.89,2021-01-08,69,Department of Transportation (DOT),QDE5UHE5XD16,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,240616100
489,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
490,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
491,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
492,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
493,ASST_NON_693JJ22230000Y240IN1600788_6925,2502511.2,2022-09-15,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
494,ASST_NON_693JJ22230000Y560COSW02851_6925,165000.0,2022-09-22,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
495,ASST_NON_693JJ22230000Y238WAC171001_6925,2624000.0,2022-03-02,69,Department of Transportation (DOT),FCT9KQ8L2574,WASHINGTON ST DEPARTMENT OF TRANSPORTATION,985012348
496,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
497,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
498,ASST_NON_693JJ22230000Y001CA5956230_6925,19451892.0,2022-05-18,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
499,ASST_NON_693JJ22230000Y001CA5956230_6925,19451892.0,2022-05-18,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
500,ASST_NON_693JJ22230000Y001CA5956192_6925,4153867.0,2022-03-28,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
501,ASST_NON_693JJ22230000Y400CA5956241_6925,326612.52,2022-09-20,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
502,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
503,ASST_NON_ND-2022-013_6955,1711465.0,2022-08-17,69,Department of Transportation (DOT),HHE6BW32JLP3,"BISMARCK, CITY OF",585064028
504,ASST_NON_693JK32240028HMEP_6957,198708.0,2022-09-28,69,Department of Transportation (DOT),FPQQJ1B2T1K1,"NORTH DAKOTA, STATE OF",585040000
505,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
506,ASST_NON_2202INLIEI_7590,1322623.0,2022-01-24,75,Department of Health and Human Services (HHS),PW8WAKF1KWG9,INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY,462043565
507,ASST_NON_693JJ22230000Y233IN2002992_6925,164640.0,2022-08-31,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
508,ASST_NON_693JJ22230000Y240IN1600793_6925,201120.0,2022-08-31,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
509,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
510,ASST_NON_WV-2022-018_6955,2830061.0,2022-08-04,69,Department of Transportation (DOT),T1U2JF6Q1H45,"TRANSPORTATION, WEST VIRGINIA DEPARTMENT OF",253050027
511,ASST_NON_69A3752230000405DNYL_6940,9315722.27,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
512,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
513,ASST_NON_MI-2022-037_6955,671025.0,2022-07-22,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
514,ASST_NON_693JJ22230000Y238MI22A0353_6925,337388.3,2022-02-11,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
515,ASST_NON_693JJ22230000Y230MI22A0437_6925,436962.56,2022-03-22,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
516,ASST_NON_693JJ22230000Y001MI22A0437_6925,456680.0,2022-03-22,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
517,ASST_NON_693JJ22230000Y240MI22A0437_6925,1077719.0,2022-03-22,69,Department of Transportation (DOT),TRR5GXJJ9254,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
518,ASST_NON_693JJ22230000Y308COC110043_6925,203214.0,2022-05-13,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
519,ASST_NON_693JJ31950003_6925,192914381.23,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
520,ASST_NON_693JJ22230000Y400COSW02443_6925,32735.0,2022-02-08,69,Department of Transportation (DOT),M95NMB9MJKF7,"TRANSPORTATION, COLORADO DEPARTMENT OF",802042305
521,ASST_NON_69A37522300004020NY0_6940,17988261.38,2021-12-15,69,Department of Transportation (DOT),VND1SB25VXQ8,"MOTOR VEHICLES, NEW YORK STATE DEPARTMENT OF",122280001
522,ASST_NON_MN-2020-020_6955,8712800.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
523,ASST_NON_MN-2020-020_6955,4278400.0,2020-05-04,69,Department of Transportation (DOT),JL4EX4R4A647,"TRANSPORTATION, MINNESOTA DEPARTMENT OF",551551800
524,ASST_NON_69A3752230000405DNMM_6940,1510254.62,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
525,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
526,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
527,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
528,ASST_NON_693JJ22230000Y233PAX082213_6925,126072.0,2022-09-08,69,Department of Transportation (DOT),DWXXLGJBUPL7,"TRANSPORTATION, PENNSYLVANIA DEPARTMENT OF",171200001
529,ASST_NON_693JJ22230000Y240IN2003063_6925,203943.68,2022-09-08,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
530,ASST_NON_693JJ22230000Y110IN2003063_6925,35099.2,2022-03-10,69,Department of Transportation (DOT),JGG2ZJCXBMY3,"TRANSPORTATION, INDIANA DEPARTMENT OF",462042219
531,ASST_NON_NA22OAR4050676I_1330,160001.0,2022-09-14,13,Department of Commerce (DOC),GNJ7BBP73WE9,REGENTS OF THE UNIVERSITY OF MICHIGAN,481091340
532,ASST_NON_693JJ22230000Y001CA5904156_6925,400614.62,2022-06-29,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
533,ASST_NON_693JJ22230000Y233CA5904112_6925,3790000.0,2022-06-21,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
534,ASST_NON_693JJ22230000YS30CA5904181_6925,159162.0,2022-06-23,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
535,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
536,ASST_NON_693JJ22230000YS30CA5058106_6925,522580.0,2022-02-14,69,Department of Transportation (DOT),UK66CLD4DX71,"TRANSPORTATION, CALIFORNIA DEPARTMENT OF",958167011
537,ASST_NON_VA-2022-036_6955,4174347.0,2022-08-15,69,Department of Transportation (DOT),EMU7L25FKNE9,"RAIL AND PUBLIC TRANSPORTATION, VIRGINIA DEPARTMENT OF",232193600
538,ASST_NON_VA-2022-036_6955,4174347.0,2022-08-15,69,Department of Transportation (DOT),EMU7L25FKNE9,"RAIL AND PUBLIC TRANSPORTATION, VIRGINIA DEPARTMENT OF",232193600
539,ASST_NON_MI-2022-037_6955,671025.0,2022-07-22,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
540,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
541,ASST_NON_693JJ22230000Y237IN1800976_6925,201472.0,2022-08-31,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
542,ASST_NON_KS-2022-013_6955,16802066.0,2022-07-27,69,Department of Transportation (DOT),S7VNQD6633Q6,"TRANSPORTATION, KANSAS DEPARTMENT OF",666033929
543,ASST_NON_MI-2021-049_6955,3245891.0,2021-08-18,69,Department of Transportation (DOT),NVZJM5MJ2MB6,"TRANSPORTATION, MICHIGAN DEPARTMENT OF",489331532
544,ASST_NON_693JJ22230000Y306FLD222040_6925,526500.0,2022-09-19,69,Department of Transportation (DOT),RFKGNHR7ZH37,"TRANSPORTATION, FLORIDA DEPARTMENT OF",323996544
545,ASST_NON_693JJ22230000YS32OHE210071_6925,238657.08,2022-02-18,69,Department of Transportation (DOT),ERAMRH53K2Y7,"TRANSPORTATION, OHIO DEPARTMENT OF",432231102
546,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
547,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
548,ASST_NON_693JJ31950003_6925,178894809.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,20418
549,ASST_NON_693JJ31950003_6925,92700450.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
550,ASST_NON_693JJ22230000Y550NHA005107_6925,900000.0,2022-05-31,69,Department of Transportation (DOT),DMA7LGZ3RMT1,"TRANSPORTATION, NEW HAMPSHIRE DEPARTMENT OF",33026502
551,ASST_NON_69A37522300001640OHA_6940,1614076.0,2022-05-16,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
552,ASST_NON_69A37522300004020OH0_6940,11736604.01,2021-12-15,69,Department of Transportation (DOT),GLPQDNFRKQ36,"PUBLIC SAFETY, OHIO DEPARTMENT OF",432231102
553,ASST_NON_693JJ22230000Y240COM070907_6925,175023.0,2022-07-07,69,Department of Transportation (DOT),M95NMB9MJKF7,COLORADO DEPARTMENT OF TRANSPORTATION,80204
554,ASST_NON_69A3752230000405BMTL_6940,339108.52,2021-12-15,69,Department of Transportation (DOT),X2ABD4NRFFW9,"TRANSPORTATION, MONTANA DEPARTMENT OF",596019746
555,ASST_NON_69A37522300004020NE0_6940,3587313.96,2021-12-15,69,Department of Transportation (DOT),NUSELTALU9E7,"TRANSPORTATION, NEBRASKA DEPARTMENT OF",685095480
556,ASST_NON_69A3752230000405DNMM_6940,1510254.62,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
557,ASST_NON_69A37522300004020NM0_6940,3199205.99,2021-12-15,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
558,ASST_NON_69A37522300001640NMA_6940,6906890.0,2022-05-16,69,Department of Transportation (DOT),KW1EKL33X3H9,NEW MEXICO DEPARTMENT OF TRANSPORTATION,875051842
559,ASST_NON_693JJ22230000Y230CA6085086_6925,647643.0,2022-07-25,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
560,ASST_NON_693JJ22230000Y308IN1702774_6925,60144.0,2022-09-01,69,Department of Transportation (DOT),JGG2ZJCXBMY3,INDIANA DEPARTMENT OF TRANSPORTATION,462042273
561,ASST_NON_693JJ22230000Y001CA5298030_6925,1770600.0,2022-06-16,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
562,ASST_NON_693JJ22230000YS30CA5276033_6925,167800.0,2022-07-14,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
563,ASST_NON_693JJ22230000YS30CA5051005_6925,70000.0,2022-09-09,69,Department of Transportation (DOT),UK66CLD4DX71,"CALIFORNIA, DEPARTMENT OF TRANSPORTATION",958167011
564,ASST_NON_693JJ31950003_6925,139744070.13,2019-06-21,69,Department of Transportation (DOT),PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,204180007
