,contract_award_unique_key,award_id_piid,total_obligated_amount,award_base_action_date,awarding_agency_code,awarding_agency_name,recipient_uei,recipient_name,recipient_zip_4_code
873,CONT_AWD_140L2622P0064_1422_-NONE-_-NONE-,140L2622P0064,42000.0,2022-08-19,14,DEPARTMENT OF THE INTERIOR (DOI),TB5PGUMUFEY9,QUICKSILVER CONTRACTING CO,97739
874,CONT_AWD_12444222F0004_12C2_127A8619D0006_12C2,12444222F0004,53920.0,2021-12-20,12,DEPARTMENT OF AGRICULTURE (USDA),SNBNHEXFKGJ9,CARL POTTER FORESTRY INC,728578922
875,CONT_AWD_1240BK22F0018_12C2_1204T018A0018_12C2,1240BK22F0018,37010.62,2022-03-16,12,DEPARTMENT OF AGRICULTURE (USDA),GCE5RBE13CV4,"PONDEROSA TIMBERLAND, INC.",975012151
876,CONT_IDV_DTOS5917C00416_6901,DTOS5917C00416,3073899.21,2017-04-28,69,DEPARTMENT OF TRANSPORTATION (DOT),WHLSDNWNCGJ5,"DSFEDERAL, INC.",208503155
877,CONT_AWD_68HE0220F0033_6800_68HE0118D0004_6800,68HE0220F0033,348756.43,2020-07-31,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),LEEMJD9WKDC9,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",210311124
878,CONT_AWD_140F0222C0018_1448_-NONE-_-NONE-,140F0222C0018,216472.0,2022-09-26,14,DEPARTMENT OF THE INTERIOR (DOI),XCQSJAHAF9N1,HOUGH INC,565017902
879,CONT_AWD_89303022FIM400069_8900_NNG15SD39B_8000,89303022FIM400069,4952387.62,2022-05-31,89,DEPARTMENT OF ENERGY (DOE),PJ2BS3KYWKS5,REGAN TECHNOLOGIES CORPORATION,064577570
880,CONT_AWD_693JJ921F000180_6940_693JJ921D000022_6940,693JJ921F000180,1094654.0,2021-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),JJG6HU8PA4S5,,229034833
881,CONT_AWD_693JJ922F00108N_6940_693JJ920D000009_6940,693JJ922F00108N,175619.05,2022-08-23,69,DEPARTMENT OF TRANSPORTATION (DOT),D3AZK5VNLLG3,SACO RESEARCH LLC,925621403
882,CONT_AWD_140G0122P0364_1434_-NONE-_-NONE-,140G0122P0364,103290.38,2022-09-20,14,DEPARTMENT OF THE INTERIOR (DOI),C7AQDS1TK5C6,DS DESIGNS LLC,225542042
883,CONT_AWD_6982AF22F00124N_6925_6982AF22D000002_6925,6982AF22F00124N,45000.0,2022-07-21,69,DEPARTMENT OF TRANSPORTATION (DOT),KBCXMJ2WXRK7,"HDR ENGINEERING, INC.",802024824
884,CONT_AWD_68HERC22F0253_6800_68HE0H18A0002_6800,68HERC22F0253,216309.11,2022-04-18,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),U54SGG4D2WD6,"CENSEO CONSULTING GROUP, INC.",200063760
885,CONT_AWD_W912WJ22F0048_9700_W912WJ22A0003_9700,W912WJ22F0048,17200.0,2022-03-28,97,DEPARTMENT OF DEFENSE (DOD),MJPAS1BM8HM1,"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",028654271
886,CONT_AWD_69056722F000003_6925_69056721D000007_6925,69056722F000003,275364.07,2021-10-14,69,DEPARTMENT OF TRANSPORTATION (DOT),GRCKAMJKQJZ3,JACOBS ENGINEERING GROUP INC.,980044770
887,CONT_AWD_693JJ422F000003_6953_NNG15SD76B_8000,693JJ422F000003,60481.59,2021-11-22,69,DEPARTMENT OF TRANSPORTATION (DOT),FBRMCGPMN963,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",207401346
888,CONT_AWD_140P6022P0054_1443_-NONE-_-NONE-,140P6022P0054,7900.0,2022-09-19,14,DEPARTMENT OF THE INTERIOR (DOI),MSZ8JKXL9ZP3,"CTM MEDIA GROUP, INC.",069072337
889,CONT_AWD_127EAX22C0028_12C2_-NONE-_-NONE-,127EAX22C0028,241500.0,2022-08-23,12,DEPARTMENT OF AGRICULTURE (USDA),NAM8CSQRU9J1,SCHUCK DEVELOPMENT CORPORATION,853901037
890,CONT_AWD_693JJ319F000472_6925_693JJ319D000054_6925,693JJ319F000472,6588054.23,2019-09-26,69,DEPARTMENT OF TRANSPORTATION (DOT),KAYDD5Z99549,GENEX SYSTEMS LLC,236064425
891,CONT_AWD_1282B122F0018_12C2_1240LP22D0003_12C2,1282B122F0018,25086.2,2022-08-18,12,DEPARTMENT OF AGRICULTURE (USDA),EM55Z8C8ZKL3,SOUTHWEST WEED CONTROL,81323
892,CONT_AWD_6973GH22F01419_6920_6973GH22D00016_6920,6973GH22F01419,222613.34,2022-08-04,69,DEPARTMENT OF TRANSPORTATION (DOT),C4DSLZNYMPV3,"URBAN ELECTRIC, INC.",327013451
893,CONT_AWD_693KA822F00426_6920_693KA820D00011_6920,693KA822F00426,854854.08,2022-09-23,69,DEPARTMENT OF TRANSPORTATION (DOT),HFMTMDNAGP95,OCEUS NETWORKS INC.,201915449
894,CONT_AWD_697DCK22C00343_6920_-NONE-_-NONE-,697DCK22C00343,1907526.0,2022-09-14,69,DEPARTMENT OF TRANSPORTATION (DOT),MHFCLKT3GAX9,"BRICE SOLUTIONS, LLC",995035800
895,CONT_IDV_693JJ922D000005_6940,693JJ922D000005,473671.0,2022-04-15,69,DEPARTMENT OF TRANSPORTATION (DOT),NJRVR717SZW1,R. L. POLK & CO.,480764703
896,CONT_AWD_1240LS22C0008_12C2_-NONE-_-NONE-,1240LS22C0008,1031190.0,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),C9KKR521WLG3,"IMPERIAL FORESTRY, INCORPORATED",975023207
897,CONT_AWD_693JJ422F00041N_6953_47QRAA19D003X_4732,693JJ422F00041N,115536.0,2022-08-10,69,DEPARTMENT OF TRANSPORTATION (DOT),P9AYXJHNM185,"NEW EDITIONS, INC.",220464237
898,CONT_AWD_12445122C0006_12C2_-NONE-_-NONE-,12445122C0006,1518001.1,2022-03-28,12,DEPARTMENT OF AGRICULTURE (USDA),PFLAXLXEQK99,"TAG CONTRACTING, INC.",287527609
899,CONT_AWD_693JJ321F000042_6925_693JJ320A000027_6925,693JJ321F000042,4115308.8,2021-01-26,69,DEPARTMENT OF TRANSPORTATION (DOT),Q6ULESYWUAG6,SCHATZ PUBLISHING GROUP LIMITED LIABILITY COMPANY,746311651
900,CONT_AWD_693JK422F985003_6901_693JK422D800005_6901,693JK422F985003,10000.0,2022-03-31,69,DEPARTMENT OF TRANSPORTATION (DOT),K8RVC6ETN6H3,STEER DAVIES & GLEAVE INC.,112011032
901,CONT_AWD_140L3722C0021_1422_-NONE-_-NONE-,140L3722C0021,442777.0,2022-08-15,14,DEPARTMENT OF THE INTERIOR (DOI),EHLKJP1MAEE5,"NATIVE-SEED COMPANY, LLC",840985336
902,CONT_AWD_68HE0222F0032_6800_68HE0220D0001_6800,68HE0222F0032,245000.0,2022-06-16,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),MHMPN3F73NX3,"ENVIRONMENTAL RESTORATION, L.L.C.",630262926
903,CONT_AWD_6973GH22F01513_6920_6973GH22D00017_6920,6973GH22F01513,258693.0,2022-08-19,69,DEPARTMENT OF TRANSPORTATION (DOT),GAWHH13W8WR9,"WELLS GLOBAL, LLC",276163177
904,CONT_AWD_693JJ322F00243N_6925_DTFH6117D00008_6925,693JJ322F00243N,165193.0,2022-08-18,69,DEPARTMENT OF TRANSPORTATION (DOT),FNXDK49XHH74,"CAMBRIDGE SYSTEMATICS, INC.",021402317
905,CONT_AWD_1202SA22K9613_12C2_1202SA22T9601_12C2,1202SA22K9613,292852.41,2022-09-14,12,DEPARTMENT OF AGRICULTURE (USDA),WNCJRXEDXB16,"DRONE AMPLIFIED, INC.",685024840
906,CONT_AWD_693JJ420F000014_6953_NNG15SC03B_8000,693JJ420F000014,99981.0,2020-06-01,69,DEPARTMENT OF TRANSPORTATION (DOT),DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORPORATION,201905230
907,CONT_AWD_1240BD22F0081_12C2_1204T019A0002_12C2,1240BD22F0081,1666100.0,2022-08-22,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975029446
908,CONT_AWD_693JJ320F000446_6925_47QRAD20D1015_4732,693JJ320F000446,1124636.58,2020-09-21,69,DEPARTMENT OF TRANSPORTATION (DOT),NN49A4HGVWT5,"R & K ENTERPRISE SOLUTIONS, INC.",236062568
909,CONT_AWD_6973GH22F01544_6920_6973GH18D00018_6920,6973GH22F01544,43122.1,2022-08-24,69,DEPARTMENT OF TRANSPORTATION (DOT),NLNMLBJA3TF4,"MAETEC POWER, INC.",144509542
910,CONT_AWD_68HE0320F0065_6800_68HE0118D0004_6800,68HE0320F0065,1064612.43,2020-07-31,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),LEEMJD9WKDC9,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",210311124
911,CONT_AWD_693JJ322F00210N_6925_693JJ320D000024_6925,693JJ322F00210N,66456.4,2022-07-29,69,DEPARTMENT OF TRANSPORTATION (DOT),GRE7FRHVM919,"VANASSE HANGEN BRUSTLIN, INC.",024714054
912,CONT_AWD_12444222F0219_12C2_12447U18D0007_12C2,12444222F0219,14773.0,2022-07-12,12,DEPARTMENT OF AGRICULTURE (USDA),SNBNHEXFKGJ9,CARL POTTER FORESTRY INC,728578922
913,CONT_AWD_6973GH22F01565_6920_6973GH22D00009_6920,6973GH22F01565,256979.5,2022-08-29,69,DEPARTMENT OF TRANSPORTATION (DOT),MTLZBCUL6Y61,"C.N.S. COMMUNICATIONS, LLC",852601525
914,CONT_AWD_W912BU22C0017_9700_-NONE-_-NONE-,W912BU22C0017,3993971.0,2022-04-21,97,DEPARTMENT OF DEFENSE (DOD),HGG9RPDJGJ16,DREDGIT CORPORATION,770243877
915,CONT_AWD_12444622P0169_12C2_-NONE-_-NONE-,12444622P0169,13000.0,2022-08-29,12,DEPARTMENT OF AGRICULTURE (USDA),CL82S3UFM8L8,"NEW ECO, LLC",547013781
916,CONT_AWD_140F0922P0257_1448_-NONE-_-NONE-,140F0922P0257,22462.5,2022-09-26,14,DEPARTMENT OF THE INTERIOR (DOI),EGV8YVU716U4,"MOURNEY, JONATHAN",740375660
917,CONT_AWD_6973GH22C00205_6920_-NONE-_-NONE-,6973GH22C00205,890605.0,2022-09-20,69,DEPARTMENT OF TRANSPORTATION (DOT),PVQ8JDB637J3,"TJ&B AIR CONDITIONING AND ELECTRIC, LLC",33825
918,CONT_AWD_140L3722C0025_1422_-NONE-_-NONE-,140L3722C0025,650970.0,2022-08-15,14,DEPARTMENT OF THE INTERIOR (DOI),G4TFK9AHA3M7,"RSK SEED, INC.",992249418
919,CONT_AWD_12444122F0147_12C2_12569R19D0011_12C2,12444122F0147,62000.0,2022-09-08,12,DEPARTMENT OF AGRICULTURE (USDA),PJYJS1ATQT77,"NORTHWOODS FORESTRY, INC.",547389268
920,CONT_AWD_140P2021F0258_1443_140P2021D0004_1443,140P2021F0258,1065625.75,2021-09-09,14,DEPARTMENT OF THE INTERIOR (DOI),TS2KYRHBKZA3,STANTEC CONSULTING SERVICES INC.,802227933
921,CONT_AWD_140R8122F0323_1425_140R8121D0004_1425,140R8122F0323,777823.0,2022-09-16,14,DEPARTMENT OF THE INTERIOR (DOI),SYLJC6NJK7V3,"COLORADO NETWORK STAFFING, INC.",800314300
922,CONT_AWD_12445522P0026_12C2_-NONE-_-NONE-,12445522P0026,81880.0,2022-07-14,12,DEPARTMENT OF AGRICULTURE (USDA),VUX5L8N9BNL4,,499059044
923,CONT_AWD_1240BE22F0126_12C2_1240BE21A0025_12C2,1240BE22F0126,426099.98,2022-09-29,12,DEPARTMENT OF AGRICULTURE (USDA),YEALHM3X78N9,"STELL ENVIRONMENTAL ENTERPRISES, INC.",193411121
924,CONT_AWD_12760422F0408_12C2_12760421A0003_12C2,12760422F0408,129294.0,2022-09-22,12,DEPARTMENT OF AGRICULTURE (USDA),LW1MRNN9GXU7,"RELM COMMUNICATIONS, INC.",329041525
925,CONT_AWD_12443922P0126_12C2_-NONE-_-NONE-,12443922P0126,35582.1,2022-09-23,12,DEPARTMENT OF AGRICULTURE (USDA),ZNCMG7ZJCMK3,RED LEAF FORESTRY INC,719135063
926,CONT_AWD_69319522PO00022_6955_-NONE-_-NONE-,69319522PO00022,20068.0,2022-08-05,69,DEPARTMENT OF TRANSPORTATION (DOT),H56NAR9QFPD5,AMERICAN MANAGEMENT ASSOCIATION INTERNATIONAL,100197434
927,CONT_AWD_1240BE22F0084_12C2_12046W20A0009_12C2,1240BE22F0084,72455.25,2022-07-28,12,DEPARTMENT OF AGRICULTURE (USDA),JA9NLY73F4R4,EASTSIDE FORESTRY INC,978501653
928,CONT_AWD_69056722F00087N_6925_69056721D000006_6925,69056722F00087N,30982.17,2022-07-13,69,DEPARTMENT OF TRANSPORTATION (DOT),V7LRNWKFWG53,"DAVID EVANS AND ASSOCIATES, INC.",972018071
929,CONT_AWD_693JK422P800001_6901_-NONE-_-NONE-,693JK422P800001,402000.0,2022-02-23,69,DEPARTMENT OF TRANSPORTATION (DOT),NPU8ULVAAS23,"UNIVERSITY OF MARYLAND, COLLEGE PARK",207420001
930,CONT_AWD_12441922F0071_12C2_1204T019A0002_12C2,12441922F0071,715520.0,2022-09-29,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975029446
931,CONT_AWD_DTNH2216F00082_6940_GS06F1253Z_4732,DTNH2216F00082,54147675.66,2016-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),GMCAYZLULVJ4,"ADVANCED QUALITY ALLIANCE, LLC",201668503
932,CONT_AWD_140G0222F0230_1434_140G0221D0004_1434,140G0222F0230,80579.2,2022-07-29,14,DEPARTMENT OF THE INTERIOR (DOI),GVEBGEGJMPA4,"APERTURE FEDERAL, LLC",201715228
933,CONT_AWD_6982AF22F00085N_6925_6982AF21D000003_6925,6982AF22F00085N,428270.86,2022-05-06,69,DEPARTMENT OF TRANSPORTATION (DOT),KBCXMJ2WXRK7,"HDR ENGINEERING, INC.",802024824
934,CONT_AWD_69319522F10036N_6955_69319522A000006_6955,69319522F10036N,306510.36,2022-09-20,69,DEPARTMENT OF TRANSPORTATION (DOT),N9NJK877QJK9,GUIDEHOUSE INC.,221023600
935,CONT_AWD_6973GH22C00138_6920_-NONE-_-NONE-,6973GH22C00138,1398842.0,2022-06-08,69,DEPARTMENT OF TRANSPORTATION (DOT),WDBMLNM6VBS5,KOBO UTILITY CONSTRUCTION CORP.,025635119
936,CONT_AWD_12FPC322F0225_12D0_12SPEC18D0008_12C3,12FPC322F0225,49973.73,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),LMF9HW9MPKL6,"RJH CONSULTANTS, INC.",801125999
937,CONT_AWD_1331L522F13350445_1301_1331L522A13350017_1301,1331L522F13350445,5222483.55,2022-08-29,13,DEPARTMENT OF COMMERCE (DOC),CKV2L9GZKJK3,DELOITTE CONSULTING LLP,222091742
938,CONT_AWD_W912ES22F0059_9700_W912ES21D0004_9700,W912ES22F0059,25000.0,2022-05-26,97,DEPARTMENT OF DEFENSE (DOD),MNGMDGPGK5N7,BRAUN INTERTEC CORPORATION,554382424
939,CONT_AWD_69056722F00071N_6925_69056720A000002_6925,69056722F00071N,25950.0,2022-08-03,69,DEPARTMENT OF TRANSPORTATION (DOT),NRNFRTXEFNF8,"HAZ-TECH DRILLING, INC.",836874939
940,CONT_AWD_6982AF22F00076N_6925_693C7321D000004_6925,6982AF22F00076N,40000.0,2022-04-26,69,DEPARTMENT OF TRANSPORTATION (DOT),HSB8LNKUFZG3,"HDR ENGINEERING, INC.",221807306
941,CONT_AWD_12970222F0020_12C2_12837120D0012_12C2,12970222F0020,303014.53,2022-08-10,12,DEPARTMENT OF AGRICULTURE (USDA),EHG9DNG7MTD5,"ENVIROSYSTEMS MANAGEMENT, INC.",860013217
942,CONT_AWD_12445122F0061_12C2_GS21F0172X_4732,12445122F0061,38274.0,2022-07-29,12,DEPARTMENT OF AGRICULTURE (USDA),XAQTJNWNKY85,"POWERS OF ARKANSAS, INC.",721185319
943,CONT_AWD_693JJ921F000169_6940_693JJ919D000003_6940,693JJ921F000169,870000.0,2021-09-27,69,DEPARTMENT OF TRANSPORTATION (DOT),G817AAQLEAJ3,STRATACOMM LLC,200056700
944,CONT_AWD_W912HN20C5000_9700_-NONE-_-NONE-,W912HN20C5000,5537445.12,2020-03-18,97,DEPARTMENT OF DEFENSE (DOD),R759RF3GV7B5,"R & D MAINTENANCE SERVICES, INC.",741363930
945,CONT_AWD_1305M222PNCNT0254_1330_-NONE-_-NONE-,1305M222PNCNT0254,5895.0,2022-09-06,13,DEPARTMENT OF COMMERCE (DOC),DYJHZ6E17D36,,131489702
946,CONT_AWD_697DCK22C00364_6920_-NONE-_-NONE-,697DCK22C00364,1094833.0,2022-09-22,69,DEPARTMENT OF TRANSPORTATION (DOT),P279WHYGN5R3,H-D CONSTRUCTORS CORPORATION,62703
947,CONT_AWD_1331L522F13350143_1301_1331L518A13520024_1301,1331L522F13350143,245361.0,2022-03-17,13,DEPARTMENT OF COMMERCE (DOC),XPV8PBJ1L5G6,"EVENT PLANNING GROUP, LLC, THE",209103489
948,CONT_AWD_140P2022F0125_1443_140P2122A0004_1443,140P2022F0125,570439.1,2022-09-21,14,DEPARTMENT OF THE INTERIOR (DOI),ZJWRBK5HFKN7,"CLANGO, INC.",222013147
949,CONT_AWD_68HE0719F0180_6800_68HE0118D0014_6800,68HE0719F0180,2012383.92,2019-09-17,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),LCMDVD5845M4,HELIOTECH,606064651
950,CONT_AWD_693JJ922F00204N_6940_693JJ921D000016_6940,693JJ922F00204N,2830414.0,2022-09-30,69,DEPARTMENT OF TRANSPORTATION (DOT),GNJ7BBP73WE9,REGENTS OF THE UNIVERSITY OF MICHIGAN,481091340
951,CONT_AWD_693JK418C800021_6901_-NONE-_-NONE-,693JK418C800021,2413112.08,2018-09-29,69,DEPARTMENT OF TRANSPORTATION (DOT),YLKUELRP32W8,"AMERICAN TRANSPORTATION RESEARCH INSTITUTE, INC.",222034181
952,CONT_AWD_69056722F000051_6925_69056721D000007_6925,69056722F000051,79775.23,2022-03-29,69,DEPARTMENT OF TRANSPORTATION (DOT),GRCKAMJKQJZ3,JACOBS ENGINEERING GROUP INC.,980044770
953,CONT_AWD_6973GH22F01569_6920_6973GH22D00009_6920,6973GH22F01569,38325.75,2022-08-29,69,DEPARTMENT OF TRANSPORTATION (DOT),MTLZBCUL6Y61,"C.N.S. COMMUNICATIONS, LLC",852601525
954,CONT_AWD_6982AF22F00107N_6925_6982AF21D000004_6925,6982AF22F00107N,77340.54,2022-06-21,69,DEPARTMENT OF TRANSPORTATION (DOT),VX6JJMAC6UT1,"YEH AND ASSOCIATES, INC",802115171
955,CONT_AWD_12760422P0052_12C2_-NONE-_-NONE-,12760422P0052,194538.0,2022-09-02,12,DEPARTMENT OF AGRICULTURE (USDA),LW5GC4LSGMA5,"PIONEER ENERGY PRODUCTS, LLC",163012288
956,CONT_AWD_12444622P0088_12C2_-NONE-_-NONE-,12444622P0088,16259.72,2022-05-20,12,DEPARTMENT OF AGRICULTURE (USDA),CLY9B6CG1TH1,REYCO FOREST MANAGEMENT LLC,545218820
957,CONT_AWD_12444522F0032_12C2_12444521D0012_12C2,12444522F0032,39330.0,2022-03-02,12,DEPARTMENT OF AGRICULTURE (USDA),FGPAL4Y7TWY6,"EXPRESS FORESTRY SERVICE, LLC",726459504
958,CONT_AWD_69056722F00078N_6925_69056721D000008_6925,69056722F00078N,90166.83,2022-04-27,69,DEPARTMENT OF TRANSPORTATION (DOT),JYVKDP2K3KH5,ROBERT PECCIA & ASSOCIATES INC,596018637
959,CONT_AWD_140L0622F0245_1422_140L0618D0044_1422,140L0622F0245,127986.9,2022-08-31,14,DEPARTMENT OF THE INTERIOR (DOI),JMF6A3MR7S99,RANCHO SANTA ANA BOTANIC GARDEN,917113157
960,CONT_AWD_127EAW22F0023_12C2_1291S818D0009_12C2,127EAW22F0023,259599.6,2022-07-29,12,DEPARTMENT OF AGRICULTURE (USDA),UZ54JGL6XCQ3,"MGE ENGINEERING, INC",958315167
961,CONT_AWD_12441922F0052_12C2_12046W20A0041_12C2,12441922F0052,184000.0,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),FLWKSVAY1X26,"SKYLIGHT FORESTRY, INC.",770071638
962,CONT_AWD_1305M222FNCNL0393_1330_1305M220DNCNL0062_1330,1305M222FNCNL0393,2646879.25,2022-09-02,13,DEPARTMENT OF COMMERCE (DOC),K3WDSCEDY1V5,DEWBERRY ENGINEERS INC.,220314619
963,CONT_AWD_140L3922P0002_1422_-NONE-_-NONE-,140L3922P0002,169882.0,2021-10-26,14,DEPARTMENT OF THE INTERIOR (DOI),MWB5MZYKTDB6,RANGELANDS RESTORATION SERVICES LLC,89043
964,CONT_AWD_693JJ321F000122_6925_693JJ319A000003_6925,693JJ321F000122,1007181.0,2021-05-11,69,DEPARTMENT OF TRANSPORTATION (DOT),QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",220316050
965,CONT_AWD_W912PP22C0007_9700_-NONE-_-NONE-,W912PP22C0007,8538908.92,2022-06-10,97,DEPARTMENT OF DEFENSE (DOD),PMAEX1RPBM65,"NORTH WIND SITE SERVICES, LLC",834021513
966,CONT_AWD_693JJ422F00068N_6953_693JJ422A000003_6953,693JJ422F00068N,839840.5,2022-09-28,69,DEPARTMENT OF TRANSPORTATION (DOT),D28ANMMENT87,"YES& FEDERAL, LLC",223142849
967,CONT_AWD_68HE0720F0017_6800_68HE0719D0001_6800,68HE0720F0017,75970.02,2019-11-15,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),HHDHBZL5PLM5,"TETRA TECH, INC.",641061120
968,CONT_AWD_693JJ918F000220_6940_693JJ918D000019_6940,693JJ918F000220,1181275.21,2018-09-27,69,DEPARTMENT OF TRANSPORTATION (DOT),VM3RJUJSN3A4,TRANSPORTATION RESEARCH CENTER INC.,433199473
969,CONT_AWD_6973GH22F01705_6920_6973GH22D00007_6920,6973GH22F01705,285125.54,2022-09-12,69,DEPARTMENT OF TRANSPORTATION (DOT),JKRFPNDSPCD5,BARRY WILLIAMS ELECTRIC INC,767126714
970,CONT_AWD_140F0622F0134_1448_140F0421A0007_1448,140F0622F0134,45000.0,2022-07-12,14,DEPARTMENT OF THE INTERIOR (DOI),G257Y1DRL6E5,"BRUSH & WEED CONTROL SPECIALISTS, INC.",505117085
971,CONT_AWD_1282B122F0043_12C2_1240LS21A0007_12C2,1282B122F0043,182105.6,2022-09-26,12,DEPARTMENT OF AGRICULTURE (USDA),FTDHBDUWJMA5,"SUNDANCE CONSULTING, INC.",832016306
972,CONT_AWD_693JJ922F00195N_6940_693JJ918D000006_6940,693JJ922F00195N,795653.0,2022-09-27,69,DEPARTMENT OF TRANSPORTATION (DOT),QDE5UHE5XD16,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,240616100
973,CONT_AWD_1240BE22F0106_12C2_1240BE22A0011_12C2,1240BE22F0106,61270.0,2022-08-31,12,DEPARTMENT OF AGRICULTURE (USDA),RNS8JFCNHT78,SUNSET FORESTRY INC,975031278
974,CONT_AWD_127EAY22F0012_12C2_129AC720D0029_12C2,127EAY22F0012,39886.0,2022-02-22,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975029446
975,CONT_AWD_6973GH22F01035_6920_6973GH22D00010_6920,6973GH22F01035,2149362.31,2022-05-24,69,DEPARTMENT OF TRANSPORTATION (DOT),E2W6TRUP2FA8,CUSA CONSULTING LLC,038421970
976,CONT_AWD_6973GH22F01080_6920_6973GH22D00011_6920,6973GH22F01080,69302.0,2022-06-03,69,DEPARTMENT OF TRANSPORTATION (DOT),RD55NEXJ5EW4,"M. C. DEAN, INC.",221023475
977,CONT_AWD_140G0222P0226_1434_-NONE-_-NONE-,140G0222P0226,25250.0,2022-08-17,14,DEPARTMENT OF THE INTERIOR (DOI),E4KUD5XKEJB3,AGDIA INC,465149753
978,CONT_AWD_693JJ322F00302N_6925_NNG15SD06B_8000,693JJ322F00302N,47359.5,2022-09-12,69,DEPARTMENT OF TRANSPORTATION (DOT),UYLVJZ49BFC6,"4 STAR TECHNOLOGIES, INC.",234515898
979,CONT_AWD_12444522F0052_12C2_12569R19D0011_12C2,12444522F0052,27220.0,2022-04-11,12,DEPARTMENT OF AGRICULTURE (USDA),PJYJS1ATQT77,"NORTHWOODS FORESTRY, INC.",547389268
980,CONT_AWD_693JJ321F000192_6925_DTOS5917A00014_6901,693JJ321F000192,921160.8,2021-07-01,69,DEPARTMENT OF TRANSPORTATION (DOT),XLL3UPBT4MW6,,221025212
981,CONT_AWD_140P2022F0318_1443_140F0822D0127_1448,140P2022F0318,1950842.68,2022-09-19,14,DEPARTMENT OF THE INTERIOR (DOI),JWQRLKWPHAJ4,"VLJM, LLC",920542637
982,CONT_AWD_693KA822F00348_6920_DTFAWA12D00020_6920,693KA822F00348,128462.0,2022-08-12,69,DEPARTMENT OF TRANSPORTATION (DOT),GCGMJMZNLGU5,KOHLER CO.,530835311
983,CONT_AWD_6982AF22P000028_6925_-NONE-_-NONE-,6982AF22P000028,198135.0,2022-08-29,69,DEPARTMENT OF TRANSPORTATION (DOT),HKYYDG188A25,DETO INC,371224902
984,CONT_AWD_273FCC22F0001_2700_FCC16A0001_2700,273FCC22F0001,530341.24,2021-10-27,27,FEDERAL COMMUNICATIONS COMMISSION (FCC),U54SGG4D2WD6,"CENSEO CONSULTING GROUP, INC.",200063760
985,CONT_AWD_693JJ422F00025N_6953_NNG15SD23B_8000,693JJ422F00025N,150556.86,2022-04-25,69,DEPARTMENT OF TRANSPORTATION (DOT),R98MW4ZKUUK3,"GOVERNMENT ACQUISITIONS, INC.",452023579
986,CONT_AWD_1240BE21F0098_12C2_1204N020A0048_12C2,1240BE21F0098,628925.0,2021-05-10,12,DEPARTMENT OF AGRICULTURE (USDA),JHARC6U9CLA5,"GE FORESTRY, INC",975029446
987,CONT_AWD_12444222F0044_12C2_127DF520D0013_12C2,12444222F0044,23250.0,2022-03-04,12,DEPARTMENT OF AGRICULTURE (USDA),GHLBRNFDXHW9,"SOUTHERN RESOURCE MANAGEMENT, L.L.C.",302953230
988,CONT_AWD_1202SA22M0011_12C2_1202SA22T9876_12C2,1202SA22M0011,22506.96,2022-01-27,12,DEPARTMENT OF AGRICULTURE (USDA),MAJ6EZVQFWD9,"TIMBERLAND HELICOPTERS, INC.",975209785
989,CONT_AWD_W912PM22P0039_9700_-NONE-_-NONE-,W912PM22P0039,204500.0,2022-05-12,97,DEPARTMENT OF DEFENSE (DOD),WAV9NQXYWJE5,,708094274
990,CONT_AWD_127EAU22F0045_12C2_12837120D0025_12C2,127EAU22F0045,1694126.73,2022-09-07,12,DEPARTMENT OF AGRICULTURE (USDA),KWMVMQWUKWL4,"SOUTHWEST CONTRACTING & ASSOCIATES, LLC",88316
991,CONT_AWD_69056722F000074_6925_69056721D000005_6925,69056722F000074,92967.0,2022-05-04,69,DEPARTMENT OF TRANSPORTATION (DOT),KW5VADW5X6C9,PROHNS LLC,998019385
992,CONT_AWD_1240LQ22F0027_12C2_1282BH19D0009_12C2,1240LQ22F0027,223756.9,2022-07-20,12,DEPARTMENT OF AGRICULTURE (USDA),SB3WP5CM9QS4,SPROUT FORESTRY INC,975023118
